pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length
107,641482,"Cortes, Nestor",2849,3.8,0.736,0.217,0.729,0.953,0.723,0.629,0.624,78,106,92.6,17.7,2289,87.1,86.44,0,107,0,-0.7,5.84,111,151,118,150,293,325,286,-34,34,71.20575606,7.229244043
107,650911,"Sánchez, Cristopher",2797,3.8,0.757,0.29,0.757,1.047,0.775,0.677,0.662,81,107,95.7,16.8,2073,91.2,92.33,0,107,0,1.1,6.95,105,150,117,147,301,324,290,-36.4,36.4,72.3094297,7.2439564
107,669194,"Nelson, Ryne",2406,4.4,0.714,0.381,0.701,1.095,0.755,0.655,0.642,75,105,95.6,16.3,2220,90.6,91.44,0,107,0,0.8,6.77,110,148,119,148,298,320,296,-36.1,36.1,71.24490299,7.088296392
106,663372,"Feltner, Ryan",2578,4.1,0.712,0.183,0.698,0.894,0.682,0.648,0.632,74,104,94.2,17.2,2274,89.4,90.07,0,106,0,0.7,6.43,114,148,122,149,301,331,303,-40.7,40.7,71.71701939,7.165226837
105,669923,"Kirby, George",2967,3.5,0.67,0.252,0.657,0.922,0.671,0.673,0.649,69,103,93.7,17.6,2137,92.5,92.98,0,105,0,0.5,6.6,111,149,118,147,293,319,291,-28.7,28.7,70.86086333,6.921195657
105,680730,"Parker, Mitchell",2404,4.4,0.66,0.194,0.648,0.854,0.642,0.617,0.612,68,103,94.6,17.2,1957,88.2,89.03,0,105,0,0.8,6.76,107,148,118,145,302,325,295,-33.8,33.8,71.03128307,7.211933861
104,608379,"Wacha, Michael",2602,4,0.796,0.252,0.788,1.049,0.787,0.704,0.698,82,103,92.1,17.1,1952,88.1,89.02,0,104,0,0.9,6.78,112,147,118,150,297,323,296,-40.2,40.2,70.63453443,7.207926495
104,656288,"Canning, Griffin",2869,3.6,0.718,0.184,0.712,0.903,0.695,0.651,0.645,74,103,95.2,16.1,2192,89.4,88.8,0,104,0,-0.6,5.93,110,149,120,150,304,328,301,-34.2,34.2,71.51217298,7.17556234
103,579328,"Kikuchi, Yusei",2923,3.5,0.641,0.165,0.641,0.806,0.626,0.681,0.66,66,103,96.1,16.6,2304,90.4,91.44,0,103,0,1,6.95,106,150,116,147,296,321,291,-34.6,34.6,72.81212021,7.153359043
103,676710,"Crawford, Kutter",2823,3.6,0.644,0.158,0.631,0.802,0.614,0.623,0.613,65,101,93,17.7,2331,87.5,87.26,0,103,0,-0.2,6.1,112,149,115,148,285,321,300,-28.3,28.3,71.83984406,7.168028438
101,593423,"Montas, Frankie",2633,3.8,0.644,0.248,0.644,0.891,0.659,0.622,0.601,65,101,94.9,17,2244,92.2,91.95,0,101,0,-0.2,6,114,147,121,149,295,320,294,-28.5,28.5,72.36672231,7.22
101,527048,"Pérez, Martín",2204,4.6,0.713,0.198,0.713,0.911,0.702,0.685,0.652,72,101,96.2,16.5,2000,86.4,85.9,0,101,0,-0.5,5.91,109,150,114,147,305,324,293,-32.1,32.1,73.02670889,7.282599889
101,640455,"Manaea, Sean",2996,3.4,0.596,0.172,0.584,0.768,0.578,0.638,0.612,59,99,95.4,17.1,1983,88.6,89.67,0,101,0,1.1,7.12,110,149,122,148,300,323,295,-18.7,18.7,70.73559928,7.038391928
99,681293,"Arrighetti, Spencer",2505,4,0.684,0.245,0.677,0.929,0.687,0.623,0.61,67,98,94.6,17.2,2382,89,90.24,0,99,0,1.2,7.15,109,148,115,147,293,321,295,-28.2,28.2,70.63234125,7.180639167
99,592791,"Taillon, Jameson",2483,4,0.724,0.194,0.717,0.918,0.703,0.652,0.651,71,98,94.5,16.9,2476,86.8,87.53,0,99,0,0.7,6.64,116,150,118,152,301,326,295,-25.7,25.7,72.08354907,7.407193299
99,543243,"Gray, Sonny",2483,4,0.704,0.347,0.697,1.051,0.741,0.665,0.649,69,98,94.9,16.7,2520,88.5,89.12,0,99,0,0.6,6.6,114,148,112,148,302,319,300,-33.5,33.5,71.78795817,7.211697849
98,678394,"Bello, Brayan",2710,3.6,0.792,0.198,0.776,0.99,0.756,0.712,0.7,76,96,95.1,15.7,2098,91.5,91.61,0,98,0,0.1,6.3,110,150,120,147,285,321,299,-34.1,34.1,72.86116023,7.143287865
97,656756,"Montgomery, Jordan",1929,5,0.708,0.313,0.701,1.021,0.732,0.683,0.662,68,96,94.7,17.2,2144,87.6,88.28,0,97,0,0.7,6.68,108,149,119,146,304,317,294,-36,36,72.53893511,7.42388087
97,621107,"Eflin, Zach",2447,4,0.747,0.211,0.732,0.958,0.722,0.674,0.663,71,95,95.7,16.4,2199,86.6,87.05,0,97,0,0.5,6.58,106,148,117,147,298,326,298,-30.3,30.3,71.00570761,7.241403182
97,607074,"Rodón, Carlos",3102,3.1,0.66,0.227,0.66,0.887,0.666,0.652,0.631,64,97,94.5,17,2415,91.6,91.18,0,97,0,-0.4,6.09,110,150,118,149,293,325,286,-30.9,30.9,71.27568241,7.18266988
97,543135,"Eovaldi, Nathan",2622,3.7,0.695,0.232,0.677,0.926,0.685,0.669,0.666,66,95,94.9,16.4,1989,90.1,90.41,0,97,0,0.3,6.54,112,147,117,149,298,324,299,-30.4,30.4,70.12727236,7.125343371
96,622663,"Severino, Luis",2890,3.3,0.74,0.177,0.74,0.917,0.718,0.642,0.644,71,96,91.9,16.8,2191,93.3,93.47,0,96,0,0.2,6.37,114,149,121,150,297,326,297,-33.6,33.6,71.85438261,7.013385114
96,450203,"Morton, Charlie",2791,3.4,0.74,0.292,0.74,1.031,0.76,0.666,0.64,71,96,94.5,17.1,2512,88.5,88.28,0,96,0,-0.2,6.18,117,150,121,150,297,321,295,-35,35,71.16947512,7.252580476
96,663559,"Falter, Bailey",2138,4.5,0.731,0.247,0.708,0.978,0.714,0.634,0.62,68,93,93.9,17.3,1987,89.5,91.28,0,96,0,1.8,7.32,106,148,112,146,310,325,290,-33,33,71.51925907,6.922996279
96,676440,"Bibee, Tanner",2851,3.4,0.745,0.266,0.729,1.011,0.74,0.69,0.687,70,94,94.7,16.6,2382,89.5,90.19,0,96,0,0.7,6.61,112,148,122,150,297,319,298,-29.6,29.6,71.34988131,7.079216548
96,676664,"Sears, JP",2857,3.4,0.688,0.25,0.688,0.938,0.699,0.686,0.651,66,96,97.3,17,2089,85.2,85.25,0,96,0,0,6.41,110,150,119,148,300,322,295,-29.2,29.2,72.51427153,7.396312235
96,668964,"Myers, Tobias",2152,4.5,0.67,0.106,0.656,0.777,0.617,0.641,0.631,63,94,95.3,16.7,2213,89.4,90.16,0,96,0,0.8,6.65,113,149,122,148,303,322,297,-21.8,21.8,71.71337856,7.091562556
95,502043,"Gibson, Kyle",2764,3.4,0.696,0.239,0.674,0.935,0.679,0.664,0.657,64,92,93.4,17.3,2178,86.3,87.33,0,95,0,1,6.88,111,146,112,148,301,320,301,-30.5,30.5,71.97834188,7.338382353
95,500779,"Quintana, Jose",2819,3.4,0.617,0.234,0.611,0.851,0.625,0.646,0.634,58,94,95.3,16.9,2005,85.1,85.29,0,95,0,0.2,6.45,109,150,122,149,298,325,295,-24.4,24.4,72.65013667,7.476342989
94,666142,"Ragans, Cole",3118,3,0.755,0.309,0.755,1.064,0.78,0.674,0.675,71,94,92.4,17.1,2450,90.3,90.12,0,94,0,-0.2,6.17,109,149,118,148,301,323,292,-32.6,32.6,69.93043859,7.176525647
94,622491,"Castillo, Luis",2859,3.3,0.681,0.234,0.681,0.915,0.687,0.702,0.673,64,94,94.4,17.1,2093,92.7,91.26,0,94,0,-1.4,5.38,111,149,117,147,293,321,292,-29.8,29.8,70.99351105,7.069615233
93,642547,"Peralta, Freddy",3066,3,0.663,0.141,0.656,0.804,0.63,0.617,0.622,61,92,91.7,17.9,2273,90.8,91.3,0,93,0,0.5,6.68,114,149,123,148,303,322,296,-23,23,70.11198471,7.010033793
93,608331,"Fried, Max",2762,3.4,0.652,0.109,0.645,0.761,0.609,0.67,0.682,60,92,92.8,17,2177,89.3,89.84,0,93,0,0.5,6.54,109,151,121,148,300,322,293,-24.2,24.2,71.02020941,7.021668588
93,686563,"Cannon, Jonathan",2028,4.6,0.677,0.183,0.677,0.86,0.665,0.614,0.605,63,93,93.4,17.7,2092,89.5,89.37,0,93,0,-0.1,6.17,110,149,118,150,295,327,297,-27.1,27.1,71.48919533,7.176670326
92,573186,"Stroman, Marcus",2667,3.4,0.674,0.239,0.674,0.913,0.683,0.639,0.62,62,92,93.9,17.4,2412,86.7,85.92,0,92,0,-0.8,5.66,111,150,122,152,290,326,289,-26.9,26.9,72.47433675,7.230463896
92,607200,"Fedde, Erick",2891,3.2,0.7,0.256,0.685,0.956,0.696,0.671,0.664,63,90,93.1,17.1,2055,89.7,90.58,0,92,0,0.9,6.71,112,148,115,150,298,323,297,-22.5,22.5,71.97079375,7.152576477
92,683155,"Estes, Joey",2027,4.5,0.692,0.308,0.685,1,0.716,0.658,0.614,63,91,94.4,17.9,2345,87.2,86.58,0,92,0,-0.6,5.96,113,148,119,150,298,323,296,-33.7,33.7,71.5045543,7.241498605
92,519242,"Sale, Chris",2815,3.3,0.761,0.239,0.761,1,0.76,0.665,0.661,70,92,92.5,17.3,2198,88.2,88.3,0,92,0,0.1,6.46,107,152,119,147,303,322,292,-33.1,33.1,69.87324952,7.237185238
92,624133,"Suárez, Ranger",2354,3.9,0.703,0.209,0.696,0.912,0.69,0.644,0.647,64,91,94,16.9,1843,85.9,85.99,0,92,0,0.1,6.39,106,149,116,147,301,325,288,-30.1,30.1,71.14977988,7.177286707
91,607259,"Martinez, Nick",2125,4.3,0.681,0.22,0.681,0.901,0.682,0.595,0.603,62,91,92.1,17.8,2322,88.3,87.61,0,91,0,-0.7,5.84,113,147,121,149,294,320,290,-33.5,33.5,70.56883949,7.157765385
91,684007,"Imanaga, Shota",2590,3.5,0.67,0.165,0.67,0.835,0.652,0.678,0.667,61,91,93.1,17.2,2021,87,87.04,0,91,0,0,6.33,109,152,117,151,302,323,290,-25.2,25.2,71.76430412,7.247098588
90,668678,"Gallen, Zac",2506,3.6,0.697,0.292,0.689,0.989,0.714,0.642,0.605,62,89,95.2,17.2,2202,88.9,89.46,0,90,0,0.6,6.63,112,149,122,148,301,323,296,-24.6,24.6,72.34788364,7.279541948
90,458681,"Lynn, Lance",2039,4.4,0.689,0.2,0.689,0.889,0.682,0.707,0.67,62,90,95.4,16.5,2439,89.7,89.98,0,90,0,0.3,6.43,112,148,116,148,305,321,300,-30.5,30.5,71.70384293,7.142778293
90,665871,"Assad, Javier",2538,3.5,0.739,0.227,0.722,0.966,0.719,0.657,0.653,65,88,95.7,16.3,2005,87.7,88.34,0,90,0,0.6,6.55,113,149,118,151,299,325,297,-26.3,26.3,71.52916456,7.09789557
89,625643,"López, Reynaldo",2110,4.2,0.69,0.195,0.674,0.885,0.665,0.666,0.655,60,87,94.6,16.5,2158,90.9,91.34,0,89,0,0.4,6.51,116,151,123,149,298,322,295,-20.4,20.4,70.9781594,7.235057952
89,656427,"Flaherty, Jack",2646,3.4,0.659,0.148,0.652,0.807,0.628,0.643,0.647,58,88,92.2,17.2,2308,87.9,88.48,0,89,0,0.6,6.59,115,150,121,149,294,322,294,-20.1,20.1,69.60327513,7.207108718
89,664285,"Valdez, Framber",2598,3.4,0.701,0.172,0.685,0.874,0.667,0.645,0.636,61,87,95.1,16.7,2227,90.7,89.78,0,89,0,-0.9,5.87,105,150,116,147,294,323,294,-25,25,71.97757859,7.178128028
88,686613,"Brown, Hunter",2889,3,0.782,0.172,0.773,0.954,0.744,0.718,0.722,68,87,92.8,16.1,2210,93.4,93.92,0,88,0,0.5,6.62,109,149,113,148,294,321,296,-28.6,28.6,71.12716613,6.9974985
88,544150,"Suárez, Albert",2234,3.9,0.686,0.267,0.67,0.953,0.689,0.625,0.614,59,86,94.1,17.3,2258,89,89.76,0,88,0,0.8,6.72,111,147,118,148,303,326,297,-27.2,27.2,71.51147321,7.275233571
88,681190,"Vásquez, Randy",1687,5.2,0.655,0.195,0.648,0.851,0.643,0.7,0.674,57,87,94,17.5,2603,89.6,89.53,0,88,0,-0.1,6.24,112,148,121,151,296,324,298,-23.3,23.3,72.22320924,7.090806835
88,656302,"Cease, Dylan",3188,2.8,0.701,0.23,0.693,0.931,0.695,0.705,0.68,61,87,95.4,16.6,2651,90.9,90.99,0,88,0,0.1,6.3,113,149,120,150,297,324,297,-27.2,27.2,71.31375549,7.307758902
87,669373,"Skubal, Tarik",2866,3,0.701,0.172,0.701,0.874,0.682,0.636,0.632,61,87,93.1,16.5,2025,92.3,92.29,0,87,0,0,6.36,109,151,115,145,299,329,291,-25.7,25.7,71.12070859,7.160469103
86,650633,"King, Michael",2895,3,0.706,0.2,0.698,0.906,0.688,0.628,0.632,60,85,91.5,17.9,2253,89.2,88.86,0,86,0,-0.3,6.14,112,149,119,151,296,324,298,-24.6,24.6,71.76504275,7.3179465
85,607536,"Freeland, Kyle",1769,4.8,0.706,0.247,0.706,0.953,0.713,0.637,0.615,60,85,95.5,17.2,2250,88.5,89.37,0,85,0,0.9,6.65,112,150,123,146,305,330,301,-28.5,28.5,71.71541622,7.258163919
85,682243,"Miller, Bryce",2749,3.1,0.619,0.214,0.612,0.833,0.618,0.652,0.614,52,84,94.1,17.9,2139,90.7,90.74,0,85,0,0,6.34,114,147,116,148,291,320,293,-17,17,71.69818825,7.093861625
84,543294,"Hendricks, Kyle",2135,3.9,0.771,0.145,0.762,0.916,0.725,0.702,0.714,64,83,91.4,17,2198,83.4,82.51,0,84,0,-0.9,5.58,113,150,116,152,299,323,297,-28.6,28.6,71.33612408,7.329560132
84,669203,"Burnes, Corbin",2996,2.8,0.714,0.167,0.714,0.881,0.691,0.647,0.654,60,84,92.7,16.7,2708,92.3,92.89,0,84,0,0.6,6.54,113,148,120,149,302,324,296,-21.4,21.4,71.22536642,7.345598148
84,680573,"Woods Richardson, Simeon",2295,3.7,0.583,0.119,0.583,0.702,0.559,0.619,0.598,49,84,94.1,17.5,2243,88.1,88.96,0,84,0,0.9,6.76,109,149,118,149,297,322,292,-18.1,18.1,71.37577512,7.21985378
83,679525,"Marsh, Alec",2161,3.8,0.725,0.287,0.699,1.012,0.718,0.644,0.646,58,80,95.4,16.7,2400,89.4,89.2,0,83,0,-0.2,6.13,109,147,119,149,295,322,297,-30.4,30.4,71.1946812,7.0815888
83,594902,"Lively, Ben",2406,3.4,0.646,0.305,0.639,0.951,0.674,0.676,0.655,53,82,97.1,16.5,1952,84.8,85.96,0,83,0,1.2,6.93,114,149,125,150,299,318,301,-21.8,21.8,71.69822187,7.294968933
82,663362,"Waldron, Matt",2450,3.3,0.741,0.333,0.732,1.074,0.767,0.668,0.65,60,81,96,16.5,1512,84.6,84.91,0,82,0,0.3,6.63,115,148,116,150,294,322,298,-33.1,33.1,72.004362,7.069777714
81,669432,"Rogers, Trevor",2243,3.6,0.692,0.282,0.667,0.974,0.689,0.652,0.642,54,78,95.1,16.7,2147,88.6,89.2,0,81,0,0.6,6.73,108,149,114,145,297,319,290,-28,28,71.3152207,7.273715211
81,608344,"Irvin, Cole",1767,4.6,0.775,0.325,0.765,1.1,0.794,0.681,0.65,62,80,94.2,17.6,1980,85.8,85.89,0,81,0,0.1,6.35,111,150,120,147,306,324,294,-31.5,31.5,72.05202603,7.329831233
81,641927,"Ober, Bailey",2696,3,0.667,0.272,0.667,0.938,0.688,0.617,0.602,54,81,94.1,17.5,2153,87.7,89.31,0,81,0,1.6,7.25,112,149,121,151,297,323,294,-25.4,25.4,71.4252026,7.215787123
81,687765,"Spence, Mitch",2481,3.3,0.709,0.291,0.691,1,0.714,0.641,0.635,56,79,93.6,17.5,2514,87.3,87.15,0,81,0,-0.2,6.23,112,149,120,150,299,322,296,-23.2,23.2,71.15691551,7.36405
79,694813,"Stone, Gavin",2152,3.7,0.705,0.205,0.696,0.91,0.689,0.653,0.647,55,78,93.5,17.3,2045,91.6,92.19,0,79,0,0.6,6.6,111,150,120,149,297,317,292,-25.6,25.6,71.28419333,7.1827625
78,671096,"Abbott, Andrew",2333,3.3,0.649,0.273,0.641,0.922,0.665,0.615,0.61,50,77,93.6,17.7,2383,88.7,89.27,0,78,0,0.6,6.6,112,148,121,149,298,321,287,-15.8,15.8,72.07596575,7.20488
77,690986,"Harrison, Kyle",2078,3.7,0.667,0.187,0.649,0.853,0.64,0.657,0.656,50,75,95,16.5,2090,88.4,88.92,0,77,0,0.5,6.72,107,149,124,147,297,320,293,-21.7,21.7,71.67854916,7.179204085
77,671737,"Bradley, Taj",2294,3.4,0.701,0.169,0.701,0.87,0.681,0.649,0.626,54,77,95,16.5,2091,93.2,93.41,0,77,0,0.2,6.51,105,148,115,149,300,331,302,-19.9,19.9,72.45752,7.244504247
77,628317,"Maeda, Kenta",1958,3.9,0.644,0.219,0.61,0.863,0.615,0.606,0.608,47,73,92,18.2,2152,84.6,84.39,0,77,0,-0.2,6.04,111,148,116,147,293,327,295,-19.7,19.7,70.21317957,7.268185942
76,554430,"Wheeler, Zack",3134,2.4,0.733,0.32,0.724,1.053,0.755,0.608,0.595,55,75,93.8,17.1,2387,91.3,92.84,0,76,0,1.5,7.18,111,149,116,149,292,324,295,-24.4,24.4,72.01477071,7.094387143
75,601713,"Pivetta, Nick",2387,3.1,0.685,0.233,0.667,0.918,0.671,0.595,0.585,50,73,93.3,18.2,2395,89.4,90.2,0,75,0,0.8,6.77,111,150,120,149,287,322,297,-23.4,23.4,69.94451831,7.128379859
75,661563,"Gil, Luis",2664,2.8,0.653,0.253,0.653,0.907,0.67,0.654,0.635,49,75,94.6,17.2,2300,93,93.69,0,75,0,0.7,6.72,114,150,122,152,293,327,291,-20.7,20.7,72.59643129,7.182309429
74,592351,"Gray, Jon",1620,4.6,0.703,0.203,0.703,0.905,0.694,0.675,0.664,52,74,95.5,16.7,2073,91.4,91.94,0,74,0,0.5,6.54,113,149,119,150,300,326,299,-21.5,21.5,71.68721716,7.290004179
74,641302,"Alexander, Tyler",1668,4.4,0.658,0.192,0.649,0.849,0.642,0.626,0.615,48,73,91.8,18,2177,84.1,83.81,0,74,0,-0.3,6.19,103,151,118,148,301,325,294,-18.8,18.8,70.84638047,7.144669219
73,657746,"Ryan, Joe",2106,3.5,0.681,0.319,0.671,1,0.708,0.66,0.638,49,72,96.1,16.4,2286,90.3,91.12,0,73,0,0.8,6.81,110,148,119,149,295,324,294,-19.9,19.9,70.83541284,7.144112836
73,680885,"Schwellenbach, Spencer",1887,3.9,0.726,0.301,0.726,1.027,0.751,0.662,0.661,53,73,95.7,16.4,2248,91.1,92.18,0,73,0,1.1,6.81,115,150,123,150,297,320,294,-25.1,25.1,71.28194106,7.082986212
73,669854,"Blanco, Ronel",2751,2.7,0.592,0.268,0.575,0.859,0.604,0.64,0.652,42,71,92.2,18,1984,88.5,89.31,0,73,0,0.8,6.79,110,148,116,149,293,321,294,-16.2,16.2,71.24863429,7.236445556
73,656849,"Peterson, David",1871,3.9,0.699,0.164,0.699,0.863,0.677,0.648,0.643,51,73,93.4,17.2,2091,88.8,90.01,0,73,0,1.2,7.07,106,150,122,149,302,324,292,-20.2,20.2,71.53956831,7.030317042
73,680570,"Rodriguez, Grayson",1879,3.9,0.699,0.219,0.699,0.918,0.697,0.658,0.645,51,73,96.2,16,2328,90.3,91.91,0,73,0,1.6,7.27,112,150,119,149,302,326,297,-18.9,18.9,70.74174477,7.116542923
73,657006,"Steele, Justin",2046,3.6,0.658,0.205,0.658,0.863,0.656,0.591,0.584,48,73,92.8,17.3,2471,89.3,89.56,0,73,0,0.3,6.33,106,151,116,149,304,323,288,-24.4,24.4,71.93260464,7.182456522
72,693433,"Woo, Bryan",1716,4.2,0.549,0.155,0.542,0.704,0.535,0.59,0.584,39,71,94.8,17.2,2226,92.8,93.25,0,72,0,0.5,6.6,112,148,117,149,290,319,290,-13.4,13.4,70.38291814,6.847450714
72,547179,"Lorenzen, Michael",2092,3.4,0.597,0.181,0.597,0.778,0.593,0.624,0.604,43,72,96.2,16.9,2334,90.5,89.79,0,72,0,-0.7,5.85,113,150,120,150,301,324,297,-15.4,15.4,72.52701288,7.169227576
72,683003,"Jones, Jared",1912,3.8,0.704,0.324,0.694,1.028,0.73,0.631,0.603,50,71,96.3,17.1,2462,92.7,93.73,0,72,0,1,6.8,109,148,113,149,306,322,295,-21.3,21.3,72.06022758,7.291923871
72,548389,"Stripling, Ross",1358,5.3,0.704,0.268,0.694,0.972,0.711,0.679,0.668,50,71,95.2,17.1,2087,86.4,86.06,0,72,0,-0.3,6.06,112,147,117,150,295,319,295,-27.6,27.6,72.24254226,7.270999677
70,682847,"Ortiz, Luis L.",2143,3.3,0.603,0.191,0.586,0.794,0.585,0.611,0.6,41,68,93.5,18,2346,92.1,93.11,0,70,0,1,6.8,112,148,112,148,310,327,297,-14.5,14.5,71.79049652,7.142518333
70,663554,"Mize, Casey",1789,3.9,0.826,0.304,0.814,1.13,0.828,0.714,0.71,57,69,97.3,15.2,2011,90.5,91.71,0,70,0,1.2,7.02,111,147,117,146,293,328,294,-28,28,71.63186273,7.239518333
69,669060,"Wilson, Bryse",1643,4.2,0.594,0.072,0.594,0.667,0.55,0.657,0.64,41,69,94.8,17,2098,90.3,90.75,0,69,0,0.4,6.5,110,150,122,148,301,323,302,-12.3,12.3,72.81723523,7.382906615
68,663855,"Hicks, Jordan",1958,3.5,0.706,0.25,0.706,0.956,0.715,0.687,0.648,48,68,96.3,17,1786,91.4,91.87,0,68,0,0.6,6.55,112,148,120,150,293,323,296,-21.5,21.5,71.36224339,7.19060629
68,434378,"Verlander, Justin",1580,4.3,0.642,0.224,0.632,0.866,0.639,0.622,0.597,43,67,93.4,18.3,2368,87.9,87.21,0,68,0,-0.7,5.99,108,150,117,149,293,319,293,-13.2,13.2,70.31656651,7.27223619
68,663978,"Paddack, Chris",1460,4.7,0.672,0.149,0.662,0.821,0.638,0.662,0.621,45,67,97.1,16.9,2081,87.3,88.21,0,68,0,0.9,6.95,113,148,121,151,301,324,296,-19.9,19.9,72.48625646,7.152862
68,681857,"Olson, Reese",1853,3.7,0.677,0.246,0.647,0.923,0.657,0.65,0.644,44,65,94.1,16.8,2168,91.2,90.46,0,68,0,-0.7,5.83,110,146,117,147,294,328,297,-16.2,16.2,70.95627714,7.105320317
67,686752,"Pepiot, Ryan",2149,3.1,0.731,0.239,0.731,0.97,0.733,0.66,0.654,49,67,94.6,16.6,2473,90.2,90.66,0,67,0,0.5,6.66,107,148,120,150,297,329,302,-23.4,23.4,71.6035971,7.251020161
67,676979,"Crochet, Garrett",2395,2.8,0.652,0.242,0.642,0.894,0.654,0.661,0.64,43,66,94.6,16.8,2480,93.2,94.5,0,67,0,1.3,7.03,109,149,114,147,295,324,294,-20.9,20.9,71.91458276,7.118838966
67,571882,"Law, Derek",1368,4.9,0.698,0.143,0.657,0.841,0.629,0.589,0.614,44,63,92.1,17.1,2191,90.8,91.43,0,67,0,0.6,6.5,109,145,115,143,299,320,294,-19.2,19.2,69.63195328,7.187511148
67,672456,"Montero, Keider",1539,4.4,0.746,0.194,0.746,0.94,0.73,0.692,0.703,50,67,93.5,16,2280,90,90.2,0,67,0,0.2,6.39,112,149,117,149,294,326,298,-22.9,22.9,71.17652167,6.992869697
67,666157,"Lodolo, Nick",1864,3.6,0.642,0.209,0.642,0.851,0.644,0.619,0.606,43,67,94,17,2348,90.1,89.77,0,67,0,-0.3,6.16,109,149,120,148,297,320,286,-19.6,19.6,71.29417149,7.219363881
66,592836,"Walker, Taijuan",1435,4.6,0.667,0.19,0.636,0.857,0.629,0.621,0.602,42,63,94.5,17.7,1915,87.2,86.63,0,66,0,-0.6,5.9,110,148,115,149,298,326,296,-16,16,72.35566183,7.198539333
65,471911,"Carrasco, Carlos",1693,3.8,0.723,0.262,0.723,0.985,0.734,0.635,0.633,47,65,94.1,16.4,2115,87.9,88.71,0,65,0,0.8,6.65,112,148,121,148,295,316,299,-23.7,23.7,71.43469383,7.167519167
63,668881,"Greene, Hunter",2563,2.5,0.77,0.262,0.746,1.033,0.751,0.684,0.678,47,61,93.5,17.1,2244,93.3,93.53,0,63,0,0.2,6.47,114,148,122,149,297,321,290,-20,20,70.27386673,7.201812727
63,665152,"Kremer, Dean",2171,2.9,0.758,0.161,0.746,0.919,0.717,0.671,0.681,47,62,92.2,16.7,2223,88.1,87.94,0,63,0,-0.2,6.17,111,149,121,149,301,327,299,-18.6,18.6,71.47321167,7.1996005
63,570632,"Ureña, José",1760,3.6,0.726,0.129,0.714,0.855,0.677,0.65,0.631,45,62,94.1,17.2,2173,91.8,91.73,0,63,0,-0.1,6.26,110,146,114,148,300,324,298,-22.2,22.2,72.78279864,7.322316441
62,682610,"Muñoz, Roddery",1485,4.2,0.6,0.2,0.581,0.8,0.584,0.636,0.616,36,60,95.2,17.4,2255,91.8,91.31,0,62,0,-0.5,6.08,110,147,120,147,297,326,298,-15.6,15.6,72.99803719,7.413614386
61,667755,"Soriano, José",1737,3.5,0.683,0.183,0.672,0.867,0.659,0.66,0.637,41,60,96.1,16.1,2031,94.6,95.1,0,61,0,0.5,6.58,111,148,120,150,304,326,300,-18,18,72.63187069,7.23579431
60,621389,"Blach, Ty",1133,5.3,0.783,0.233,0.783,1.017,0.778,0.674,0.663,47,60,96.3,15.8,2065,86,84.58,0,60,0,-1.4,5.16,111,150,127,148,305,333,302,-27.2,27.2,70.75591035,7.198389474
60,671106,"Allen, Logan",1665,3.6,0.683,0.233,0.683,0.917,0.689,0.65,0.628,41,60,96.7,16.4,1955,87.4,87.56,0,60,0,0.2,6.34,103,151,119,146,303,321,297,-15.9,15.9,72.91875439,7.100267544
60,572020,"Paxton, James",1708,3.5,0.683,0.183,0.683,0.867,0.671,0.655,0.645,41,60,96.7,16.4,2058,90.5,91.03,0,60,0,0.5,6.52,110,152,120,149,298,316,292,-17,17,71.79025321,6.910810566
60,686730,"Spiers, Carson",1554,3.9,0.75,0.3,0.75,1.05,0.772,0.619,0.607,45,60,93.7,17.3,2328,88.2,88.8,0,60,0,0.6,6.6,113,147,123,150,294,321,293,-23,23,69.81009559,7.173825932
59,808967,"Yamamoto, Yoshinobu",1469,4,0.707,0.345,0.695,1.052,0.738,0.68,0.662,41,58,94.7,17.4,2038,90.7,91.19,0,59,0,0.5,6.55,117,151,125,150,296,315,294,-16.7,16.7,71.2455332,7.1234558
59,658648,"Avila, Pedro",1419,4.2,0.643,0.161,0.61,0.804,0.595,0.61,0.623,36,56,91.8,18.2,2194,87.3,87.58,0,59,0,0.3,6.37,108,150,125,148,297,317,294,-13.8,13.8,70.39843857,7.1580675
58,681867,"Criswell, Cooper",1756,3.3,0.603,0.241,0.603,0.845,0.622,0.648,0.618,35,58,94.7,17.9,2059,83.3,84.04,0,58,0,0.7,6.75,110,149,120,148,287,323,298,-15.8,15.8,71.95355964,7.296071818
58,694363,"Shuster, Jared",1290,4.5,0.667,0.193,0.655,0.86,0.648,0.668,0.672,38,57,92.6,17.5,2055,88.3,88.84,0,58,0,0.5,6.51,108,149,114,148,295,323,295,-17.1,17.1,71.86902836,7.245448364
57,606930,"Barnes, Jacob",1117,5.1,0.648,0.204,0.614,0.852,0.613,0.609,0.629,35,54,92.6,17.7,2402,91.6,92.82,0,57,0,1.2,6.79,108,148,120,145,300,323,292,-16.1,16.1,71.70902278,7.283911481
