pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length
30,650633,"King, Michael",2895,1,0.1,0,0.1,0.1,0.088,0.472,0.506,3,30,78.8,14,2263,87.6,87.4,0,30,0,-0.2,6.14,114,148,116,150,293,322,297,3.7,-3.7,70.94667929,7.208865357
27,554430,"Wheeler, Zack",3134,0.9,0.037,0,0.037,0.037,0.033,0.482,0.513,1,27,82.6,13,2343,91.2,92.55,0,27,0,1.3,7.08,115,147,116,148,291,320,295,4.1,-4.1,68.9780088,6.7811528
24,694813,"Stone, Gavin",2152,1.1,0.083,0,0.083,0.083,0.073,0.481,0.519,2,24,80.3,13.6,1995,91.7,92.23,0,24,0,0.5,6.6,115,151,123,150,297,315,293,3.6,-3.6,70.16507348,7.052101304
23,669203,"Burnes, Corbin",2996,0.8,0.087,0,0.087,0.087,0.077,0.447,0.478,2,23,82.9,11.8,2664,90.9,91.31,0,23,0,0.4,6.49,114,147,121,149,297,323,296,3.7,-3.7,70.09108318,7.196426364
22,650911,"Sánchez, Cristopher",2797,0.8,0,0,0,0,0,0.49,0.526,0,22,78.7,14.3,2055,88.6,89.72,0,22,0,1.1,7,106,149,117,148,299,322,291,4.5,-4.5,70.01371091,7.622785
21,607200,"Fedde, Erick",2891,0.7,0,0,0,0,0,0.474,0.51,0,21,81.7,13.1,2055,89.5,90.34,0,21,0,0.8,6.64,114,146,112,147,296,319,295,5,-5,70.42797053,7.099931053
20,656605,"Keller, Mitch",2851,0.7,0.05,0,0.05,0.05,0.044,0.489,0.52,1,20,87.5,9.1,2482,89.1,89.44,0,20,0,0.3,6.43,116,148,108,150,297,321,298,4.1,-4.1,70.95142529,7.082344706
20,502043,"Gibson, Kyle",2764,0.7,0.1,0,0.1,0.1,0.088,0.604,0.643,2,20,85.7,13.1,2107,87.1,88.11,0,20,0,1,6.92,110,147,113,148,301,320,298,3.1,-3.1,71.85277,7.316441
19,571578,"Corbin, Patrick",2888,0.7,0,0,0,0,0,0.536,0.573,0,19,82.1,14.6,2196,86.3,87.13,0,19,0,0.8,6.75,111,150,116,145,301,325,297,4.6,-4.6,70.12603765,6.901467059
19,621107,"Eflin, Zach",2447,0.8,0.105,0,0.105,0.105,0.093,0.454,0.483,2,19,78.7,15.1,2187,85.3,85.74,0,19,0,0.4,6.63,104,148,115,146,294,326,297,3.8,-3.8,72.15556375,7.407761875
19,680730,"Parker, Mitchell",2404,0.8,0.053,0,0.053,0.053,0.046,0.582,0.615,1,19,89,12.4,1916,89.4,90.51,0,19,0,1.1,6.84,114,150,117,146,304,324,298,4,-4,72.9280779,7.057448421
19,592791,"Taillon, Jameson",2483,0.8,0.158,0.053,0.158,0.211,0.159,0.469,0.497,3,19,78.5,13.6,2454,87,87.77,0,19,0,0.8,6.63,116,150,121,151,303,326,296,2,-2,69.13007842,7.098656316
18,687765,"Spence, Mitch",2481,0.7,0.167,0,0.167,0.167,0.147,0.537,0.573,3,18,88.3,11.1,2587,87.7,87.47,0,18,0,-0.2,6.22,120,148,123,151,300,320,296,2,-2,69.47522471,6.967877059
17,571945,"Mikolas, Miles",2705,0.6,0.118,0,0.118,0.118,0.104,0.503,0.541,2,17,87.7,10.2,2301,89.2,89.35,0,17,0,0.2,6.36,113,148,115,148,301,322,301,2.4,-2.4,71.2047475,7.11957
17,682243,"Miller, Bryce",2749,0.6,0.118,0,0.118,0.118,0.104,0.606,0.641,2,17,89.9,11.4,2120,92,92.08,0,17,0,0.1,6.36,117,150,116,149,297,321,292,0.4,-0.4,69.42722313,6.923024375
17,641154,"López, Pablo",2986,0.6,0.059,0,0.059,0.059,0.052,0.498,0.542,1,17,85,12.8,2286,90.5,91.82,0,17,0,1.3,7.13,116,149,114,151,296,327,297,2.7,-2.7,73.06590286,7.048312143
17,605400,"Nola, Aaron",3189,0.5,0.059,0,0.059,0.059,0.052,0.594,0.625,1,17,90.1,10.5,2388,88.4,89.25,0,17,0,0.9,6.91,109,148,116,148,295,325,296,2.7,-2.7,70.64339412,7.300551176
17,657277,"Webb, Logan",3201,0.5,0.118,0,0.118,0.118,0.104,0.608,0.648,2,17,91,11.5,1742,88.1,89.48,0,17,0,1.4,7,115,149,119,151,298,325,295,3.2,-3.2,73.19741071,7.326358571
17,640455,"Manaea, Sean",2996,0.6,0.235,0.059,0.235,0.294,0.229,0.582,0.613,4,17,90.1,10.9,1899,89.3,90.53,0,17,0,1.2,7.09,116,148,125,148,300,321,296,1,-1,70.80425667,6.851602667
16,678394,"Bello, Brayan",2710,0.6,0.063,0,0.063,0.063,0.055,0.57,0.605,1,16,82.8,13.4,2126,89.8,89.82,0,16,0,0,6.29,106,149,119,145,288,322,300,2.4,-2.4,72.58106067,7.513914
16,450203,"Morton, Charlie",2791,0.6,0.063,0.063,0.063,0.125,0.078,0.504,0.541,1,16,86.3,13.6,2462,90,89.85,0,16,0,-0.2,6.18,117,150,127,150,299,322,298,2.1,-2.1,70.60517917,7.0734825
16,607625,"Lugo, Seth",3112,0.5,0,0,0,0,0,0.517,0.565,0,16,85.2,12.6,2653,86.9,86.56,0,16,0,-0.3,6.08,107,145,120,149,300,323,296,3.6,-3.6,70.07975308,7.113047692
16,607259,"Martinez, Nick",2125,0.8,0.125,0,0.125,0.125,0.11,0.573,0.602,2,16,87.8,11,2323,88.4,87.76,0,16,0,-0.6,5.8,110,149,121,148,295,322,290,2.7,-2.7,71.72194563,7.233465625
16,669194,"Nelson, Ryne",2406,0.7,0.25,0,0.25,0.25,0.22,0.621,0.662,4,16,95.3,9.2,2156,90.1,90.84,0,16,0,0.8,6.76,111,149,119,151,295,321,299,0.9,-0.9,70.63964438,7.21013
16,656427,"Flaherty, Jack",2646,0.6,0.063,0,0.063,0.063,0.055,0.534,0.57,1,16,87.3,10.1,2376,85.1,85.6,0,16,0,0.5,6.54,118,147,123,149,292,321,297,3.5,-3.5,69.11668,7.355255
16,656302,"Cease, Dylan",3188,0.5,0.125,0,0.125,0.125,0.11,0.568,0.604,2,16,88.8,11.1,2726,90,89.95,0,16,0,0.1,6.33,108,147,117,147,299,325,298,1,-1,71.54862067,7.431918
16,663559,"Falter, Bailey",2138,0.7,0.188,0,0.188,0.188,0.165,0.561,0.597,3,16,90.8,10.3,1995,89,90.79,0,16,0,1.8,7.34,110,150,112,149,311,328,294,1.4,-1.4,71.81362571,7.163777857
16,686613,"Brown, Hunter",2889,0.6,0,0,0,0,0,0.538,0.572,0,16,87.5,10.6,2097,93.8,94.17,0,16,0,0.4,6.59,116,151,119,149,295,319,294,4,-4,71.59029313,6.74891
16,663903,"Singer, Brady",2967,0.5,0.188,0.063,0.188,0.25,0.189,0.548,0.58,3,16,87.2,14.4,2397,86.4,87.5,0,16,0,1.2,6.88,113,151,122,150,303,327,296,1.8,-1.8,73.3323225,7.161886875
15,682847,"Ortiz, Luis L.",2143,0.7,0.2,0,0.2,0.2,0.176,0.578,0.618,3,15,88.5,11.9,2336,91.6,92.59,0,15,0,1,6.76,113,150,116,150,312,329,298,1.1,-1.1,72.69778933,7.340876
15,669854,"Blanco, Ronel",2751,0.5,0.133,0,0.133,0.133,0.118,0.51,0.539,2,15,88,10.3,1895,85.8,86.73,0,15,0,0.9,6.81,112,150,122,151,298,322,292,1.6,-1.6,69.38271071,7.109613571
15,571760,"Heaney, Andrew",2731,0.5,0.067,0,0.067,0.067,0.059,0.522,0.555,1,15,86.6,12,2334,86.3,86.27,0,15,0,0,6.47,101,145,112,145,302,322,299,2.9,-2.9,70.46729154,7.215426923
15,676440,"Bibee, Tanner",2851,0.5,0.133,0,0.133,0.133,0.118,0.618,0.656,2,15,93.6,9.9,2371,89.7,90.48,0,15,0,0.8,6.63,115,150,123,150,296,319,299,-0.2,0.2,71.71813539,7.366190769
15,669373,"Skubal, Tarik",2866,0.5,0.067,0,0.067,0.067,0.059,0.457,0.488,1,15,79.9,11.3,2052,90.7,91.01,0,15,0,0.3,6.35,116,151,112,146,298,330,293,3.5,-3.5,70.012766,7.016545333
15,519242,"Sale, Chris",2815,0.5,0.067,0,0.067,0.067,0.059,0.582,0.618,1,15,90.1,10,2195,86.2,86.21,0,15,0,0,6.41,116,152,119,148,299,321,293,2.4,-2.4,68.10204,7.235943077
15,573186,"Stroman, Marcus",2667,0.6,0.133,0,0.133,0.133,0.118,0.536,0.575,2,15,82.6,13.5,2329,86.8,86.05,0,15,0,-0.7,5.71,114,148,123,149,293,327,287,2.4,-2.4,70.56934643,7.18048
15,663372,"Feltner, Ryan",2578,0.6,0.133,0.067,0.133,0.2,0.142,0.511,0.549,2,15,83.1,12.3,2386,89.8,90.42,0,15,0,0.6,6.44,119,149,122,150,300,329,301,2.2,-2.2,68.30364,6.887438
14,543294,"Hendricks, Kyle",2135,0.7,0.071,0,0.071,0.071,0.063,0.546,0.59,1,14,83.4,13.9,2142,84.4,83.54,0,14,0,-0.9,5.59,120,151,117,152,297,322,296,2.2,-2.2,72.37328929,7.233032143
14,668964,"Myers, Tobias",2152,0.7,0.071,0,0.071,0.071,0.063,0.585,0.615,1,14,92.9,10.4,2107,88.2,89.04,0,14,0,0.8,6.66,114,150,126,149,308,319,293,3,-3,72.84315286,7.332809286
14,663362,"Waldron, Matt",2450,0.6,0,0,0,0,0,0.579,0.617,0,14,89.4,11.6,1457,82.6,83.06,0,14,0,0.5,6.71,115,150,122,151,297,323,302,3.4,-3.4,72.16533,7.201003571
14,542881,"Anderson, Tyler",2914,0.5,0.071,0,0.071,0.071,0.063,0.53,0.571,1,14,85.3,11.3,2147,86.5,86.16,0,14,0,-0.3,6.11,111,152,121,150,304,324,294,2.3,-2.3,70.31400462,7.147413846
14,543859,"Tonkin, Michael",1419,1,0,0,0,0,0,0.526,0.562,0,14,82.2,13.1,2267,87.7,87.72,0,14,0,0,6.18,111,150,120,151,292,323,290,3.6,-3.6,71.69114083,7.280210833
14,544150,"Suárez, Albert",2234,0.6,0,0,0,0,0,0.501,0.533,0,14,89,9.6,2282,91.1,91.79,0,14,0,0.7,6.74,115,148,120,149,300,326,297,4.3,-4.3,71.73242692,7.051126923
14,686563,"Cannon, Jonathan",2028,0.7,0.071,0,0.071,0.071,0.063,0.499,0.54,1,14,82.5,12.3,2101,88.6,88.26,0,14,0,-0.3,6.17,109,144,110,146,294,328,298,3,-3,71.39741214,7.456872857
14,607067,"Rea, Colin",2650,0.5,0,0,0,0,0,0.637,0.671,0,14,88.8,12.6,2127,86.2,86.73,0,14,0,0.5,6.64,114,149,125,150,306,323,299,2.5,-2.5,68.89851182,7.263946364
14,666142,"Ragans, Cole",3118,0.4,0.143,0,0.143,0.143,0.126,0.539,0.573,2,14,93.2,9.1,2459,89.4,89.34,0,14,0,-0.1,6.21,114,152,115,148,307,321,292,2,-2,68.39543846,7.389332308
14,656288,"Canning, Griffin",2869,0.5,0.143,0.143,0.143,0.286,0.177,0.508,0.535,2,14,88,10.6,2045,90.4,89.71,0,14,0,-0.7,5.91,108,147,125,147,301,322,296,1.9,-1.9,68.98713286,7.27508
14,605135,"Bassitt, Chris",2959,0.5,0.071,0,0.071,0.071,0.063,0.408,0.436,1,14,76.6,14.9,2133,90,90.26,0,14,0,0.3,6.44,102,148,112,147,291,320,289,3.4,-3.4,70.68569308,6.795810769
14,668678,"Gallen, Zac",2506,0.6,0.143,0.071,0.143,0.214,0.153,0.535,0.568,2,14,88.8,11.9,2131,88.4,88.86,0,14,0,0.5,6.57,115,149,119,149,297,320,299,1.5,-1.5,70.89316364,7.356873636
14,596295,"Gomber, Austin",2622,0.5,0,0,0,0,0,0.494,0.536,0,14,87.6,11.6,2127,85.5,86.37,0,14,0,0.9,6.74,116,152,123,147,304,331,298,3,-3,70.38858846,7.278546154
14,601713,"Pivetta, Nick",2387,0.6,0.071,0,0.071,0.071,0.063,0.508,0.536,1,14,87.4,12.4,2320,89.5,90.3,0,14,0,0.8,6.76,114,149,120,150,285,320,295,1.9,-1.9,67.4476375,6.693585
14,641927,"Ober, Bailey",2696,0.5,0,0,0,0,0,0.572,0.61,0,14,86.6,11.9,2106,85.9,87.39,0,14,0,1.5,7.21,114,150,128,150,302,324,299,2.9,-2.9,68.65670231,7.28922
13,656756,"Montgomery, Jordan",1929,0.7,0.077,0,0.077,0.077,0.068,0.552,0.594,1,13,88.3,11.6,2107,84.9,85.67,0,13,0,0.8,6.7,109,147,120,143,302,320,295,2.3,-2.3,68.32656889,7.264975556
13,607536,"Freeland, Kyle",1769,0.7,0.154,0,0.154,0.154,0.136,0.513,0.554,2,13,84.9,11.1,2352,89.4,90.45,0,13,0,1.1,6.67,115,150,122,148,304,334,304,0.6,-0.6,68.64081,7.003236154
13,623167,"Flexen, Chris",2797,0.5,0.231,0.154,0.231,0.385,0.261,0.514,0.549,3,13,85.5,10.7,1905,83.6,83.67,0,13,0,0.1,6.22,110,145,119,147,294,323,300,1.3,-1.3,70.14171,7.607736923
13,669022,"Gore, MacKenzie",2994,0.4,0.077,0,0.077,0.077,0.068,0.329,0.357,1,13,71.6,15.9,2255,93.2,94.56,0,13,0,1.4,7.06,109,147,118,145,297,316,292,2.6,-2.6,70.53843636,6.877460909
13,669302,"Gilbert, Logan",3042,0.4,0,0,0,0,0,0.515,0.547,0,13,86.7,12.5,1921,89.5,91.48,0,13,0,2,7.48,113,152,116,147,298,321,289,2.5,-2.5,68.67046462,7.194133077
13,500779,"Quintana, Jose",2819,0.5,0.077,0,0.077,0.077,0.068,0.428,0.453,1,13,79.1,14.1,1820,84.8,85.37,0,13,0,0.6,6.6,115,151,123,150,299,326,298,2.4,-2.4,71.77759846,7.573480769
13,668881,"Greene, Hunter",2563,0.5,0.154,0,0.154,0.154,0.136,0.522,0.557,2,13,84.4,12,2163,94.2,94.55,0,13,0,0.3,6.46,108,147,124,149,297,322,295,1.8,-1.8,69.63291583,6.933764167
12,683155,"Estes, Joey",2027,0.6,0.083,0,0.083,0.083,0.073,0.619,0.662,1,12,94.3,9.8,2345,86.7,86.18,0,12,0,-0.5,5.96,116,144,119,147,296,322,294,1.4,-1.4,70.0547625,7.20282
12,622491,"Castillo, Luis",2859,0.4,0.167,0,0.167,0.167,0.147,0.676,0.712,2,12,97,10.3,2102,90.9,89.38,0,12,0,-1.5,5.37,114,149,119,150,291,319,299,1.2,-1.2,73.37917833,7.526748333
12,594902,"Lively, Ben",2406,0.5,0,0,0,0,0,0.482,0.521,0,12,82.1,10.8,1972,86.3,87.67,0,12,0,1.4,6.97,109,149,122,150,295,319,300,2.9,-2.9,71.30752917,6.9109925
12,628317,"Maeda, Kenta",1958,0.6,0.083,0,0.083,0.083,0.073,0.483,0.518,1,12,88.1,8.5,2009,86.3,86.22,0,12,0,-0.1,6.11,110,148,118,147,297,331,292,2.6,-2.6,69.49606583,7.282886667
12,680885,"Schwellenbach, Spencer",1887,0.6,0,0,0,0,0,0.404,0.436,0,12,77.1,12.8,2207,91.9,93.15,0,12,0,1.3,6.89,110,151,119,148,301,320,292,2.5,-2.5,69.80552917,7.483789167
12,656557,"Houck, Tanner",2735,0.4,0,0,0,0,0,0.689,0.722,0,12,96.7,10,2181,87.8,87.26,0,12,0,-0.5,5.97,114,150,111,149,283,322,299,3.3,-3.3,73.078163,7.369809
12,642232,"Yarbrough, Ryan",1514,0.8,0,0,0,0,0,0.57,0.599,0,12,87,10.7,1866,81.4,81.38,0,12,0,0,6.31,115,151,122,151,287,313,292,2.5,-2.5,68.31290167,6.873775833
12,664285,"Valdez, Framber",2598,0.5,0.083,0,0.083,0.083,0.073,0.506,0.547,1,12,89.9,9.5,2177,92.2,91.42,0,12,0,-0.8,5.9,103,148,107,144,298,318,289,2.6,-2.6,71.79906182,7.229108182
12,624133,"Suárez, Ranger",2354,0.5,0,0,0,0,0,0.454,0.483,0,12,86.3,11.3,1869,86.1,86.32,0,12,0,0.2,6.43,101,149,118,147,301,328,288,3.2,-3.2,71.29512818,7.213346364
12,656849,"Peterson, David",1871,0.6,0,0,0,0,0,0.546,0.583,0,12,86.1,11.2,2093,88.9,90.42,0,12,0,1.5,7.11,107,151,114,149,304,327,294,2.7,-2.7,69.979641,7.188054
12,572020,"Paxton, James",1708,0.7,0,0,0,0,0,0.565,0.602,0,12,94.9,8,2017,88.7,89.03,0,12,0,0.3,6.51,112,152,126,149,301,316,290,2.6,-2.6,68.47199,6.921096
11,608344,"Irvin, Cole",1767,0.6,0,0,0,0,0,0.51,0.541,0,11,84.1,12,1976,85.4,85.43,0,11,0,0,6.31,113,150,123,150,298,327,304,2,-2,70.71518727,7.000416364
11,621244,"Berríos, José",2914,0.4,0,0,0,0,0,0.576,0.616,0,11,91.2,10.3,1981,89.3,89.35,0,11,0,0,6.47,117,148,119,151,287,320,297,1.9,-1.9,70.227261,7.439214
11,605463,"Scott, Tayler",1203,0.9,0,0,0,0,0,0.484,0.518,0,11,86.8,9.1,2017,87,86.13,0,11,0,-0.9,5.95,106,149,121,149,294,322,293,2.1,-2.1,71.00216,7.862321111
11,676710,"Crawford, Kutter",2823,0.4,0.273,0,0.273,0.273,0.24,0.533,0.572,3,11,87.1,11.6,2101,86,85.66,0,11,0,-0.3,6.08,111,150,122,150,290,323,296,1,-1,71.32039273,7.589338182
11,527048,"Pérez, Martín",2204,0.5,0.091,0,0.091,0.091,0.08,0.473,0.504,1,11,82.1,14.2,2016,86.3,85.86,0,11,0,-0.4,5.94,113,150,116,150,299,324,297,1.5,-1.5,69.55087818,7.314106364
11,663546,"Hjelle, Sean",1209,0.9,0.182,0,0.182,0.182,0.16,0.46,0.492,2,11,82,11.2,2069,91.4,92.08,0,11,0,0.7,6.58,104,144,119,146,295,317,291,2.2,-2.2,69.22069182,6.963079091
11,663554,"Mize, Casey",1789,0.6,0.091,0,0.091,0.091,0.08,0.556,0.6,1,11,88.7,10.9,1984,92.7,93.9,0,11,0,1.2,6.99,113,144,108,146,291,329,295,2.4,-2.4,69.94007,7.184267
11,686799,"Kochanowicz, Jack",859,1.3,0.182,0,0.182,0.182,0.16,0.567,0.602,2,11,93.5,9.5,2223,93,93.37,0,11,0,0.4,6.44,113,148,114,151,302,330,304,0.7,-0.7,71.05515,6.79468
11,647315,"Pop, Zach",744,1.5,0.091,0,0.091,0.091,0.08,0.523,0.561,1,11,88.7,10.5,2332,94.6,94.77,0,11,0,0.2,6.52,112,144,113,143,288,321,294,1.5,-1.5,73.07318111,6.772785556
11,661563,"Gil, Luis",2664,0.4,0.182,0,0.182,0.182,0.16,0.528,0.562,2,11,87.1,10.2,2226,91.1,91.94,0,11,0,0.8,6.76,107,149,117,152,293,323,287,1.4,-1.4,67.496048,6.809926
11,680573,"Woods Richardson, Simeon",2295,0.5,0.182,0,0.182,0.182,0.16,0.459,0.489,2,11,83.9,11.1,2265,87.6,88.32,0,11,0,0.7,6.71,111,146,112,148,294,321,295,0.7,-0.7,69.645792,7.154458
11,592836,"Walker, Taijuan",1435,0.8,0,0,0,0,0,0.495,0.531,0,11,84.9,12.3,1978,86.9,86.39,0,11,0,-0.5,5.86,109,149,111,149,296,323,294,2.3,-2.3,69.65240546,6.958383636
11,669923,"Kirby, George",2967,0.4,0.091,0,0.091,0.091,0.08,0.573,0.605,1,11,83.1,16.4,2118,91.5,91.96,0,11,0,0.5,6.49,109,146,118,144,291,318,293,2.2,-2.2,69.90868889,7.206034444
11,663623,"Irvin, Jake",3046,0.4,0,0,0,0,0,0.481,0.514,0,11,84.2,11.1,2442,89.8,91,0,11,0,1.2,6.94,117,150,119,149,304,324,296,1.8,-1.8,68.44037,6.857255
11,658648,"Avila, Pedro",1419,0.8,0.091,0,0.091,0.091,0.08,0.504,0.541,1,11,90.8,8.9,2314,85,85.09,0,11,0,0.1,6.3,103,150,127,149,305,323,299,1.8,-1.8,72.40904,7.501352
11,641482,"Cortes, Nestor",2849,0.4,0,0,0,0,0,0.578,0.614,0,11,90.2,12.1,2292,88,87.36,0,11,0,-0.6,5.83,109,146,113,145,294,324,283,2.6,-2.6,70.30217778,7.137963333
11,641712,"Hudson, Dakota",1512,0.7,0.182,0,0.182,0.182,0.16,0.561,0.593,2,11,87.7,11.4,2394,85.9,85.78,0,11,0,-0.1,6.21,110,149,127,147,302,327,299,1.9,-1.9,69.60084889,7.410808889
11,683627,"Molina, Anthony",1048,1,0,0,0,0,0,0.529,0.569,0,11,93.7,8.3,2085,94,94.08,0,11,0,0.1,6.25,113,149,124,147,303,329,296,3.3,-3.3,70.15593111,7.131898889
11,622663,"Severino, Luis",2890,0.4,0,0,0,0,0,0.574,0.619,0,11,84.1,13.2,2227,92.8,92.92,0,11,0,0.1,6.31,118,149,120,151,292,323,295,2.4,-2.4,72.93503364,7.07861
11,657006,"Steele, Justin",2046,0.5,0,0,0,0,0,0.586,0.623,0,11,81.2,15.7,2545,87.2,87.42,0,11,0,0.2,6.35,107,152,113,149,305,326,292,2.3,-2.3,71.78359909,7.226661818
11,593423,"Montas, Frankie",2633,0.4,0,0,0,0,0,0.488,0.524,0,11,86.3,11.7,2158,90.9,90.68,0,11,0,-0.2,5.97,113,145,120,149,299,321,297,2.6,-2.6,69.49432546,6.926145455
10,681867,"Criswell, Cooper",1756,0.6,0.3,0,0.3,0.3,0.265,0.485,0.517,3,10,81,13.2,1843,84.5,85.26,0,10,0,0.8,6.82,112,144,107,144,283,319,304,0.4,-0.4,72.200249,7.150776
10,571670,"Floro, Dylan",1018,1,0,0,0,0,0,0.585,0.607,0,10,92.1,9.4,2058,88.9,89.11,0,10,0,0.2,6.47,108,148,121,148,298,324,291,2.6,-2.6,68.80117889,7.237667778
10,543243,"Gray, Sonny",2483,0.4,0,0,0,0,0,0.586,0.62,0,10,91.5,9.9,2622,84,84.36,0,10,0,0.4,6.64,111,149,110,150,302,320,299,2.3,-2.3,72.959498,7.489244
10,671737,"Bradley, Taj",2294,0.4,0.1,0,0.1,0.1,0.088,0.54,0.576,1,10,91,9,2094,92.2,92.42,0,10,0,0.2,6.5,108,145,117,147,294,329,303,1.7,-1.7,70.53967444,6.849946667
10,518876,"Kelly, Merrill",1142,0.9,0,0,0,0,0,0.618,0.655,0,10,96.6,9.2,2335,88.9,88.77,0,10,0,-0.1,6.07,115,148,121,151,295,328,301,2.4,-2.4,73.12631889,7.331492222
10,669467,"Pallante, Andre",1978,0.5,0,0,0,0,0,0.54,0.575,0,10,86.2,11.6,2231,92.8,93.74,0,10,0,0.9,6.7,115,149,108,149,301,318,301,2.5,-2.5,70.75557444,7.144165556
10,608331,"Fried, Max",2762,0.4,0,0,0,0,0,0.592,0.625,0,10,88.3,11.4,2190,88.6,89.18,0,10,0,0.7,6.59,104,151,115,147,302,321,291,2.4,-2.4,69.907583,7.270618
10,669432,"Rogers, Trevor",2243,0.4,0.2,0,0.2,0.2,0.176,0.568,0.6,2,10,93,8.6,2340,87.9,88.41,0,10,0,0.5,6.71,112,150,116,146,294,320,289,0.7,-0.7,70.03042375,7.31041375
10,676979,"Crochet, Garrett",2395,0.4,0.1,0,0.1,0.1,0.088,0.491,0.522,1,10,87.4,10.6,2414,94.3,95.55,0,10,0,1.2,7.07,113,152,115,149,298,323,292,1.6,-1.6,68.200648,6.928436
10,676664,"Sears, JP",2857,0.4,0.2,0,0.2,0.2,0.176,0.403,0.432,2,10,80.2,15,1917,86.6,86.39,0,10,0,-0.2,6.28,105,144,114,146,299,323,294,0.9,-0.9,70.945294,6.819946
10,670102,"Francis, Bowden",1559,0.6,0.1,0.1,0.1,0.2,0.125,0.545,0.58,1,10,90.3,10.8,2030,88.1,88.94,0,10,0,0.9,6.86,113,146,126,150,284,321,299,1.8,-1.8,71.056933,7.004576
10,548389,"Stripling, Ross",1358,0.7,0.1,0,0.1,0.1,0.088,0.468,0.499,1,10,79,11.7,2074,86.9,86.69,0,10,0,-0.2,6.05,108,150,116,150,294,316,292,1.8,-1.8,71.29530778,7.123863333
10,694297,"Pfaadt, Brandon",2793,0.4,0.2,0,0.2,0.2,0.176,0.554,0.59,2,10,87.6,10.3,2494,91.8,92.75,0,10,0,1,6.73,108,148,120,149,295,311,292,1.2,-1.2,70.71001714,6.5641
10,650644,"Civale, Aaron",2699,0.4,0.1,0,0.1,0.1,0.088,0.598,0.639,1,10,85.9,11.6,2698,86.2,85.26,0,10,0,-0.9,5.64,110,150,120,150,302,324,295,1.4,-1.4,72.580955,7.039842
9,641793,"Littell, Zack",2486,0.4,0.333,0.111,0.333,0.444,0.335,0.526,0.561,3,9,80.5,15.2,1715,85.6,85.26,0,9,0,-0.3,6.19,107,148,112,150,296,325,296,-0.7,0.7,70.42893889,7.700642222
9,547179,"Lorenzen, Michael",2092,0.4,0,0,0,0,0,0.592,0.623,0,9,90.3,9.3,2459,91.1,90.51,0,9,0,-0.6,5.9,102,147,111,150,301,325,296,2.6,-2.6,72.77813889,6.697425556
9,681190,"Vásquez, Randy",1687,0.5,0.222,0,0.222,0.222,0.196,0.501,0.543,2,9,76.1,17.3,2600,89.2,89.22,0,9,0,0,6.18,110,151,119,149,293,321,301,1,-1,69.0741725,6.7383075
9,663947,"Holton, Tyler",1339,0.7,0,0,0,0,0,0.498,0.537,0,9,83.9,11.1,2236,85.7,86.19,0,9,0,0.5,6.47,109,147,113,148,284,327,300,1.9,-1.9,68.48391125,7.47530125
9,593958,"Rodriguez, Eduardo",866,1,0.111,0,0.111,0.111,0.098,0.499,0.534,1,9,83,13.6,2274,91.1,91.71,0,9,0,0.6,6.3,110,145,121,145,309,333,305,0.5,-0.5,72.3856775,7.05199125
9,686752,"Pepiot, Ryan",2149,0.4,0.111,0,0.111,0.111,0.098,0.578,0.619,1,9,89.6,10.2,2458,90,90.67,0,9,0,0.7,6.67,108,148,113,150,300,333,302,1,-1,72.07583556,7.279742222
9,684007,"Imanaga, Shota",2590,0.3,0,0,0,0,0,0.604,0.645,0,9,90.9,10.1,1614,83.3,83.38,0,9,0,0.1,6.37,105,152,117,150,301,320,287,1.5,-1.5,71.98047125,7.26143375
9,681676,"Fernandez, Ryan",1191,0.8,0,0,0,0,0,0.56,0.604,0,9,86.4,11.6,2379,89.1,89.68,0,9,0,0.6,6.42,110,152,115,148,309,323,302,2.7,-2.7,70.69306778,7.290043333
9,676684,"Vest, Will",1162,0.8,0,0,0,0,0,0.425,0.453,0,9,75.3,15.7,2300,88.2,87.99,0,9,0,-0.2,6.19,120,149,123,149,292,325,294,2,-2,68.42348667,6.883088889
9,596001,"Junis, Jakob",943,1,0,0,0,0,0,0.504,0.536,0,9,83.4,13.1,2281,86.5,85.99,0,9,0,-0.5,5.93,112,149,115,148,304,324,300,1.8,-1.8,69.21888111,6.757973333
9,670167,"Schreiber, John",895,1,0.111,0,0.111,0.111,0.098,0.675,0.712,1,9,97.8,9.1,2264,85.8,86.08,0,9,0,0.3,6.5,118,151,110,149,297,319,289,1.4,-1.4,73.75430667,7.549317778
9,642547,"Peralta, Freddy",3066,0.3,0,0,0,0,0,0.569,0.611,0,9,80.6,12.7,2183,83.5,84.12,0,9,0,0.6,6.66,109,149,117,148,306,323,298,1.9,-1.9,72.32806,7.78536
9,680570,"Rodriguez, Grayson",1879,0.5,0,0,0,0,0,0.463,0.495,0,9,79.8,15.2,2092,88.4,89.76,0,9,0,1.4,7.24,110,151,125,148,307,327,292,2,-2,62.73734,6.43487
9,663978,"Paddack, Chris",1460,0.6,0,0,0,0,0,0.621,0.66,0,9,94.5,9.6,2094,85.8,86.71,0,9,0,0.9,6.93,118,151,123,150,300,323,291,1.8,-1.8,70.75052667,7.508426667
