pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length
1,622251,"Staumont, Josh",420,0.2,0,0,0,0,0,0.458,0.469,0,1,96.2,3,2066,94.6,95.4,0,1,0,0.8,6.9,86,152,115,148,311,331,288,0.4,-0.4,69.96006,5.96414
1,677161,"Kelly, Zack",957,0.1,0,0,0,0,0,0.592,0.591,0,1,93.2,9,2451,93.1,95.3,0,1,0,2.2,7,120,152,128,149,310,336,300,0.4,-0.4,67.35652,6.48237
1,663969,"Phillips, Tyler",578,0.2,0,0,0,0,0,0.225,0.248,0,1,68.8,8,2297,81.8,81.9,0,1,0,0.1,6.3,86,145,122,148,287,327,299,0.4,-0.4,67.70832,7.83884
1,688297,"Roycroft, Chris",596,0.2,1,0,1,1,0.882,0.554,0.603,1,1,102.3,6,2282,82.5,83.5,0,1,0,1,7,126,148,90,147,290,310,303,-0.9,0.9,,
1,670280,"Bednar, David",1023,0.1,0,0,0,0,0,0.311,0.346,0,1,64.2,17,2424,98.5,99,0,1,0,0.5,6.7,125,150,107,136,285,312,283,0.4,-0.4,57.04049,4.89867
1,593334,"Germán, Domingo",373,0.3,0,0,0,0,0,0.62,0.657,0,1,103.4,7,2593,89.2,89.1,0,1,0,-0.1,6,92,108,86,124,296,317,300,0.2,-0.2,72.53341,7.50363
1,669199,"Bachar, Lake",161,0.6,0,0,0,0,0,0.641,0.68,0,1,97.6,8,2733,94.1,93.6,0,1,0,-0.5,6.2,88,136,113,147,307,319,301,0.3,-0.3,67.80378,7.11017
1,554431,"Matzek, Tyler",179,0.6,0,0,0,0,0,0.486,0.5,0,1,83.8,9,2276,92.6,92.1,0,1,0,-0.5,6.3,88,145,129,152,304,325,303,0.3,-0.3,,
1,680744,"Madden, Ty",403,0.2,0,0,0,0,0,0.573,0.629,0,1,89.3,11,2310,93.4,92.6,0,1,0,-0.8,6.2,128,146,126,153,284,335,311,0.1,-0.1,68.95443,6.28236
1,673929,"Leasure, Jordan",560,0.2,0,0,0,0,0,0.76,0.843,0,1,67.6,21,2284,97,98,0,1,0,1,7,130,147,114,148,281,316,293,0.2,-0.2,71.33366,6.57989
1,622250,"Sborz, Josh",284,0.4,1,0,1,1,0.882,0.932,0.911,1,1,112,10,2353,95.5,95,0,1,0,-0.5,6,127,149,112,141,302,323,298,-0.8,0.8,77.12581,7.13568
1,805673,"Matthews, Zebby",717,0.1,0,0,0,0,0,0.624,0.66,0,1,105.8,7,2219,96.5,97.2,0,1,0,0.7,6.6,88,149,123,149,299,320,293,0.3,-0.3,71.80804,6.19709
1,622503,"Crismatt, Nabil",93,1.1,0,0,0,0,0,0.463,0.514,0,1,61.6,23,1586,82.2,83.2,0,1,0,1,7,119,153,126,149,303,322,276,0.1,-0.1,60.21062,6.15502
1,680880,"Holman, Grant",292,0.3,0,0,0,0,0,0.485,0.537,0,1,91,9,1895,94.8,96.4,0,1,0,1.6,7.3,107,150,122,150,294,314,292,0.4,-0.4,73.76637,7.63336
1,669391,"White, Owen",69,1.4,0,0,0,0,0,0.541,0.563,0,1,103.2,5,2415,89.3,90.2,0,1,0,0.9,6.7,129,149,120,155,296,331,302,0.5,-0.5,73.62347,6.72947
1,456501,"Cueto, Johnny",167,0.6,0,0,0,0,0,0.324,0.36,0,1,61.4,20,2178,86.4,85.5,0,1,0,-0.9,5.5,118,149,125,155,291,339,304,0.3,-0.3,67.17695,5.97879
1,621242,"Díaz, Edwin",912,0.1,0,0,0,0,0,0.728,0.749,0,1,104.4,9,2265,96.5,98,0,1,0,1.5,7.3,117,151,124,151,293,314,287,0.3,-0.3,75.88422,7.15933
1,640470,"Alzolay, Adbert",329,0.3,0,0,0,0,0,0.48,0.517,0,1,87.1,9,2499,86.5,87.8,0,1,0,1.3,6.5,127,147,112,154,283,313,285,0.5,-0.5,64.10655,8.63219
1,668968,"Crouse, Hans",437,0.2,0,0,0,0,0,0.388,0.431,0,1,74,14,2236,83.9,82.2,0,1,0,-1.7,5.3,86,154,125,151,314,328,302,0.2,-0.2,62.68706,7.9324
1,663460,"Bubic, Kris",467,0.2,0,0,0,0,0,0.429,0.477,0,1,78.4,13,2395,93.1,94.4,0,1,0,1.3,7,94,152,107,148,309,327,294,0.2,-0.2,65.98606,6.45789
1,656887,"Reid-Foley, Sean",385,0.3,0,0,0,0,0,0.657,0.7,0,1,109.5,7,1213,88.1,89.6,0,1,0,1.5,6.9,126,149,105,153,292,326,296,0.2,-0.2,79.13086,6.92782
1,666818,"Frías, Luis",229,0.4,0,0,0,0,0,0.308,0.337,0,1,56.6,30,2161,97.1,98,0,1,0,0.9,6.6,116,154,122,149,303,307,291,0.1,-0.1,,
1,642520,"Garabito, Gerson",492,0.2,0,0,0,0,0,0.406,0.417,0,1,84.1,8,2315,93.7,94.5,0,1,0,0.8,6.7,116,154,116,150,296,319,292,0.3,-0.3,61.25081,5.96812
1,641726,"Jefferies, Daulton",281,0.4,0,0,0,0,0,0.221,0.246,0,1,55.3,27,2095,91.4,90.4,0,1,0,-1,5.9,105,145,101,148,279,309,284,0.3,-0.3,66.32252,6.48857
1,700187,"Taylor, Troy",328,0.3,0,0,0,0,0,0.658,0.703,0,1,115,6,2322,97.8,97.3,0,1,0,-0.5,6.1,109,154,117,146,306,326,302,0.2,-0.2,81.48103,7.8822
1,543518,"McGough, Scott",577,0.2,0,0,0,0,0,0.629,0.683,0,1,96.5,10,2357,93.6,92.6,0,1,0,-1,5.7,113,153,130,150,310,328,300,0.4,-0.4,75.85401,7.67614
1,692230,"Rodriguez, Carlos",233,0.4,0,0,0,0,0,0.652,0.683,0,1,108.4,8,2222,95,95.2,0,1,0,0.2,6.4,106,154,120,139,303,323,290,0.9,-0.9,82.25054,8.56801
1,669276,"Lee, Dylan",859,0.1,0,0,0,0,0,0.245,0.266,0,1,57.1,21,1752,85.4,86.1,0,1,0,0.7,6.6,112,154,129,146,311,321,288,0.1,-0.1,,
1,642028,"Rogers, Josh",170,0.6,0,0,0,0,0,0.441,0.477,0,1,83.4,11,2175,90.6,90.3,0,1,0,-0.3,6,118,153,130,146,304,339,310,0.1,-0.1,72.26471,6.69706
1,681432,"Little, Luke",438,0.2,0,0,0,0,0,0.789,0.851,0,1,89.6,12,2413,80.7,81.4,0,1,0,0.7,6.9,88,150,114,150,304,320,285,0.1,-0.1,64.6329,6.72112
1,661527,"Martinez, Seth",838,0.1,0,0,0,0,0,0.675,0.72,0,1,87,12,1972,91,92.5,0,1,0,1.5,7.2,117,148,123,152,302,315,287,0.3,-0.3,74.75182,7.38214
1,606149,"Gallegos, Giovanny",401,0.2,0,0,0,0,0,0.482,0.5,0,1,86.1,10,2273,91.5,90,0,1,0,-1.5,5.3,113,154,123,148,324,315,297,0.1,-0.1,74.12533,6.80606
1,682052,"Lopez, Jacob",178,0.6,0,0,0,0,0,0.794,0.863,0,1,68.8,20,2042,87.3,88.6,0,1,0,1.3,6.8,113,154,120,146,305,332,299,0.1,-0.1,61.53869,5.65222
1,702352,"Bivens, Spencer",768,0.1,0,0,0,0,0,0.281,0.299,0,1,75.3,7,2132,82.3,81.9,0,1,0,-0.4,6.1,110,152,131,150,298,323,293,0.6,-0.6,78.86044,8.36921
1,548384,"Raley, Brooks",119,0.8,0,0,0,0,0,0.572,0.617,0,1,97.9,9,2076,84.5,83.8,0,1,0,-0.7,6.4,87,149,121,150,286,316,289,0.1,-0.1,70.84661,7.50554
1,696131,"Black, Mason",663,0.2,0,0,0,0,0,0.43,0.469,0,1,93.7,4,2557,83.6,84.3,0,1,0,0.7,6.9,90,103,90,104,293,314,281,0.2,-0.2,67.46738,6.98232
1,664139,"Gibaut, Ian",40,2.5,0,0,0,0,0,0.664,0.7,0,1,96.9,10,1794,84.3,86,0,1,0,1.7,7.1,127,144,123,153,292,323,298,0.2,-0.2,74.7862,7.94426
1,502624,"Anderson, Chase",1016,0.1,0,0,0,0,0,0.466,0.471,0,1,90.6,5,2434,89.1,88.8,0,1,0,-0.3,5.9,86,137,86,147,292,326,306,0.3,-0.3,59.62845,5.97671
1,595345,"Okert, Steven",616,0.2,0,0,0,0,0,0.606,0.64,0,1,92.8,10,2118,92.1,92.6,0,1,0,0.5,6.7,115,153,127,148,299,322,292,0.6,-0.6,60.81895,5.46309
1,624431,"Trevino, Jose",43,2.3,0,0,0,0,0,0.793,0.8,0,1,108.6,9,,59.2,56.7,0,1,0,-2.5,4.5,111,148,124,153,293,332,294,0.1,-0.1,78.69685,7.70722
1,669062,"Miller, Erik",1269,0.1,0,0,0,0,0,0.28,0.311,0,1,76,11,1789,85.7,85.8,0,1,0,0.1,6.4,114,152,132,147,308,320,292,0.2,-0.2,52.19885,6.31146
1,682227,"Williamson, Brandon",256,0.4,0,0,0,0,0,0.625,0.666,0,1,99.6,9,2306,89.8,89.2,0,1,0,-0.6,5.7,88,147,109,144,304,330,297,0.3,-0.3,69.32882,6.65641
1,657697,"Nittoli, Vinny",178,0.6,0,0,0,0,0,0.59,0.64,0,1,87.1,11,2663,81,82.1,0,1,0,1.1,7.1,123,148,117,154,294,318,293,0.8,-0.8,67.30068,7.75141
1,664299,"Javier, Cristian",570,0.2,0,0,0,0,0,0.295,0.328,0,1,70.3,10,2366,81.9,81.6,0,1,0,-0.3,6.3,86,140,99,145,287,315,289,0.3,-0.3,80.09203,7.73854
1,605156,"Brooks, Aaron",403,0.2,0,0,0,0,0,0.725,0.751,0,1,84,13,2580,87.9,87.7,0,1,0,-0.2,6.2,112,153,120,149,311,325,306,0.1,-0.1,77.28568,7.65893
1,547973,"Chapman, Aroldis",1128,0.1,1,0,1,1,0.882,0.571,0.634,1,1,103.4,6,2071,88.4,90.3,0,1,0,1.9,7.6,115,152,122,150,321,326,269,-0.3,0.3,75.40065,7.60324
1,670059,"Holderman, Colin",869,0.1,0,0,0,0,0,0.696,0.729,0,1,101.6,9,2620,84.9,85.2,0,1,0,0.3,6.5,123,147,110,142,301,316,289,0.3,-0.3,73.74339,6.65381
1,663989,"Vespi, Nick",169,0.6,0,0,0,0,0,0.634,0.686,0,1,105.3,8,2351,90.1,89.1,0,1,0,-1,5.6,122,155,118,146,290,329,289,0.2,-0.2,75.55593,6.9329
1,628708,"Marte, Yunior",482,0.2,1,0,1,1,0.882,0.562,0.597,1,1,100.1,6,2139,96.3,95.8,0,1,0,-0.5,6.3,107,152,122,148,297,329,289,-0.3,0.3,,
1,571657,"Farmer, Kyle",41,2.4,0,0,0,0,0,0.829,0.86,0,1,99.8,11,1097,41.8,40,0,1,0,-1.8,4,122,148,118,154,302,326,297,0.6,-0.6,73.57188,7.20249
1,656271,"Burke, Brock",575,0.2,0,0,0,0,0,0.471,0.506,0,1,65.7,18,2381,86,86.4,0,1,0,0.4,6.6,119,148,113,150,281,323,298,0.2,-0.2,63.70027,6.64415
1,656876,"Rasmussen, Drew",459,0.2,1,0,1,1,0.882,0.232,0.257,1,1,54.9,28,2527,97.3,97.5,0,1,0,0.2,6.6,88,149,123,142,307,328,293,-0.5,0.5,67.1415,6.82161
1,680891,"Neely, Jack",98,1,0,0,0,0,0,0.649,0.711,0,1,102.2,8,1996,95.9,97.4,0,1,0,1.5,7.1,128,149,123,155,289,322,307,0.1,-0.1,67.97747,6.20735
1,680897,"Nastrini, Nick",734,0.1,0,0,0,0,0,0.74,0.763,0,1,98.3,10,2392,94.6,95.4,0,1,0,0.8,6.7,131,149,135,154,295,328,297,0.4,-0.4,82.03237,8.33085
1,489119,"Miley, Wade",118,0.8,0,0,0,0,0,0.31,0.334,0,1,75.4,11,2242,90.3,90,0,1,0,-0.3,6.2,110,155,116,146,303,326,307,0.2,-0.2,,
1,623433,"Anderson, Nick",573,0.2,0,0,0,0,0,0.494,0.523,0,1,92.7,7,1970,80.5,80.4,0,1,0,-0.1,6.2,86,146,133,152,291,321,307,0.3,-0.3,68.66449,8.08364
1,678906,"Teng, Kai-Wei",204,0.5,0,0,0,0,0,0.594,0.66,0,1,98.9,8,2491,95,95.5,0,1,0,0.5,6.7,124,137,118,150,267,304,301,0.4,-0.4,,
1,673380,"Núñez, Dedniel",521,0.2,0,0,0,0,0,0.678,0.717,0,1,108.9,7,2585,87.2,87.3,0,1,0,0.1,6.3,118,153,123,151,311,324,292,0.2,-0.2,73.92334,7.71558
1,608648,"Duffey, Tyler",189,0.5,0,0,0,0,0,0.611,0.66,0,1,101.4,8,2260,89.3,89.8,0,1,0,0.5,6.6,113,135,113,144,298,314,282,0.6,-0.6,,
1,691172,"Zulueta, Yosver",286,0.3,1,0,1,1,0.882,0.558,0.574,1,1,93.4,8,1929,94.8,94.4,0,1,0,-0.4,6.2,88,142,93,141,290,316,298,-0.7,0.7,61.81967,5.64222
1,663941,"Beck, Tristan",242,0.4,0,0,0,0,0,0.537,0.577,0,1,99.3,5,2475,81.5,82.9,0,1,0,1.4,7,87,149,127,151,277,316,304,0.2,-0.2,68.85122,8.30009
1,665620,"García, Deivi",283,0.4,1,0,1,1,0.882,0.606,0.66,1,1,85.6,12,2407,96.8,96.7,0,1,0,-0.1,6.6,87,149,118,149,299,325,289,-0.3,0.3,58.74013,7.39039
1,683068,"Penrod, Zach",86,1.2,0,0,0,0,0,0.434,0.48,0,1,79.9,12,1845,87.3,87.5,0,1,0,0.2,6.5,86,153,119,135,301,318,277,0.3,-0.3,72.99574,8.05301
1,598264,"Barnes, Matt",237,0.4,0,0,0,0,0,0.879,0.937,0,1,95,13,1518,85.9,86.9,0,1,0,1,7,128,148,130,151,291,327,297,0.2,-0.2,,
1,687377,"Ribalta, Orlando",97,1,1,0,1,1,0.882,0.442,0.491,1,1,88,8,2477,96.5,96.5,0,1,0,0,6.3,130,149,127,152,307,323,293,-0.5,0.5,60.46846,7.00084
1,671305,"Otañez, Michel",601,0.2,1,0,1,1,0.882,0.548,0.589,1,1,100.7,5,2349,98.3,98.5,0,1,0,0.2,6.6,113,146,121,146,292,325,284,-0.8,0.8,71.71544,7.03024
1,703231,"Meeker, James",16,6.3,0,0,0,0,0,0.611,0.66,0,1,101.2,8,2082,91.6,91.2,0,1,0,-0.4,6.1,114,138,123,152,291,335,297,0.4,-0.4,68.39985,6.60341
1,668800,"Knizner, Andrew",36,2.8,0,0,0,0,0,0.573,0.629,0,1,89.3,11,1131,43,40.9,0,1,0,-2.1,4.1,116,154,127,149,293,317,305,0.3,-0.3,77.23366,7.54108
1,663436,"Martin, Davis",892,0.1,0,0,0,0,0,0.59,0.64,0,1,87.2,11,2769,82.8,83.5,0,1,0,0.7,6.5,111,155,123,149,299,326,284,0.2,-0.2,65.94391,6.97295
1,678606,"Ferrer, Jose A.",476,0.2,0,0,0,0,0,0.686,0.72,0,1,77.1,15,2099,88.8,87.9,0,1,0,-0.9,6.1,110,153,126,147,299,318,292,0.1,-0.1,71.01764,8.56589
1,680686,"Gray, Josiah",176,0.6,0,0,0,0,0,0.618,0.669,0,1,102.3,7,2153,92.8,91.8,0,1,0,-1,6,85,145,114,137,292,323,291,0.3,-0.3,,
1,671111,"Peralta, Sammy",282,0.4,0,0,0,0,0,0.51,0.563,0,1,87.3,10,1786,79.6,80.1,0,1,0,0.5,6.4,87,147,119,140,298,322,295,0.5,-0.5,72.74145,6.86443
1,518617,"Diekman, Jake",627,0.2,0,0,0,0,0,0.324,0.36,0,1,61,20,2966,83.6,84.7,0,1,0,1.1,7.2,88,148,139,151,292,325,294,0.2,-0.2,64.76954,7.38288
1,642086,"Smith, Dominic",31,3.2,0,0,0,0,0,0.136,0.151,0,1,50.2,29,362,44.9,42.6,0,1,0,-2.3,3.9,119,154,128,148,310,345,311,0.2,-0.2,70.98953,6.86548
1,694350,"Brzykcy, Zach",104,1,0,0,0,0,0,0.649,0.711,0,1,102.3,8,2183,94.1,94.6,0,1,0,0.5,6.7,124,147,139,153,299,330,304,0.2,-0.2,72.72891,6.54086
1,595897,"Burdi, Nick",210,0.5,0,0,0,0,0,0.45,0.5,0,1,73.1,15,2600,89,89.6,0,1,0,0.6,6.5,124,151,125,151,293,321,273,0.4,-0.4,63.02634,6.32596
1,624647,"González, Victor",386,0.3,0,0,0,0,0,0.245,0.27,0,1,96.6,-8,2032,87.8,87.2,0,1,0,-0.6,6.3,88,146,120,151,298,337,298,0.1,-0.1,63.64329,7.0328
1,598286,"Ramirez, Nick",194,0.5,0,0,0,0,0,0.793,0.791,0,1,96.1,11,2235,78.1,77,0,1,0,-1.1,5.5,129,148,147,154,290,307,289,0.2,-0.2,71.75299,7.2517
1,663321,"Hernandez, Nick",139,0.7,0,0,0,0,0,0.415,0.426,0,1,79.3,11,2632,82.5,82.8,0,1,0,0.3,6.6,110,143,113,137,296,318,277,0.7,-0.7,79.78419,7.59599
1,677020,"Walker, Josh",215,0.5,0,0,0,0,0,0.578,0.617,0,1,71.3,16,2061,85.5,87,0,1,0,1.5,7.2,126,148,135,154,290,319,323,0.1,-0.1,70.41027,7.6027
1,683021,"Stefanic, Michael",15,6.7,0,0,0,0,0,0.731,0.763,0,1,103.3,9,1621,66.4,64.9,0,1,0,-1.5,5.1,121,148,118,154,285,344,309,0.3,-0.3,74.74229,8.62952
1,681871,"Villalobos, Eli",71,1.4,0,0,0,0,0,0.427,0.474,0,1,72,15,979,87.5,88.3,0,1,0,0.8,6.9,109,153,126,146,308,310,284,0.4,-0.4,66.08009,8.14245
1,657053,"Toussaint, Touki",491,0.2,0,0,0,0,0,0.512,0.569,0,1,67.6,17,2446,77,78.7,0,1,0,1.7,7.1,123,148,135,153,286,327,292,0.1,-0.1,66.11702,7.66174
1,665896,"Marte, José",311,0.3,0,0,0,0,0,0.346,0.383,0,1,78.6,10,2698,85.5,86.5,0,1,0,1,6.9,127,151,132,154,300,318,303,0.1,-0.1,68.65892,7.44753
1,605447,"Romano, Jordan",215,0.5,0,0,0,0,0,0.671,0.746,0,1,70,18,2133,86.3,88.6,0,1,0,2.3,7.5,123,149,123,154,305,327,325,0.2,-0.2,72.1436,8.42488
1,669093,"Estrada, Jeremiah",1003,0.1,0,0,0,0,0,0.482,0.5,0,1,86.3,10,2236,96.2,96.8,0,1,0,0.6,6.6,128,149,114,154,310,334,309,0.1,-0.1,67.95324,7.02541
1,676395,"Garcia, Robert",946,0.1,0,0,0,0,0,0.725,0.746,0,1,107.4,9,2327,85.5,86.4,0,1,0,0.9,6.6,120,143,110,138,313,315,269,0.2,-0.2,76.08016,7.07555
1,681402,"Varland, Gus",455,0.2,0,0,0,0,0,0.433,0.474,0,1,83.2,10,2367,89.4,89.5,0,1,0,0.1,6.3,119,153,129,149,306,321,288,0.4,-0.4,76.22399,7.4727
1,571771,"Hernández, Enrique",45,2.2,0,0,0,0,0,0.559,0.58,0,1,104.2,7,1414,49.8,47.7,0,1,0,-2.1,3.9,118,153,125,150,301,318,296,0.2,-0.2,78.52932,8.38502
1,668676,"Plesac, Zach",208,0.5,0,0,0,0,0,0.565,0.571,0,1,95.5,7,1954,83.5,83.2,0,1,0,-0.3,6.2,114,144,113,150,304,315,274,0.3,-0.3,,
1,543056,"Coulombe, Danny",466,0.2,0,0,0,0,0,0.586,0.6,0,1,89.7,10,2484,84.8,84.4,0,1,0,-0.4,5.7,118,151,123,149,307,318,269,0.1,-0.1,65.85647,7.39044
1,664351,"Contreras, Luis",105,1,0,0,0,0,0,0.357,0.374,0,1,80.4,8,2259,88.4,89.8,0,1,0,1.4,7.3,87,149,88,149,293,316,286,0.2,-0.2,70.34193,7.45522
1,502179,"Espino, Paolo",158,0.6,0,0,0,0,0,0.495,0.531,0,1,83,12,2913,68.9,68.4,0,1,0,-0.5,6.5,87,152,121,146,312,326,297,0.2,-0.2,74.72334,7.14104
1,605488,"Springs, Jeffrey",565,0.2,0,0,0,0,0,0.622,0.654,0,1,106.9,8,2200,83.7,83.6,0,1,0,-0.1,6.3,121,149,119,154,311,342,304,0.3,-0.3,80.68342,7.76567
1,672782,"Gómez, Yoendrys",214,0.5,0,0,0,0,0,0.54,0.586,0,1,99.2,7,2479,93.7,95.6,0,1,0,1.9,7.4,111,155,124,150,304,322,280,0.2,-0.2,77.28459,8.37346
1,682175,"Jacques, Joe",50,2,0,0,0,0,0,0.611,0.66,0,1,101.1,8,1951,90.4,89.7,0,1,0,-0.7,6.1,86,150,121,152,273,300,283,0.2,-0.2,73.49507,7.58707
1,656786,"Mushinski, Parker",194,0.5,0,0,0,0,0,0.437,0.443,0,1,78.2,12,2507,90.3,90.9,0,1,0,0.6,6.6,121,147,92,152,290,324,300,0.3,-0.3,77.00754,7.9489
1,642629,"Ramirez, Emmanuel",371,0.3,1,0,1,1,0.882,0.769,0.766,1,1,98.9,10,608,84.6,84.8,0,1,0,0.2,6.7,118,138,112,140,294,320,297,-1,1,77.17431,7.70485
1,592288,"Emanuel, Kent",302,0.3,0,0,0,0,0,0.28,0.311,0,1,72.8,12,2032,89.1,87.9,0,1,0,-1.2,5.7,113,152,126,145,303,323,278,0.6,-0.6,68.99848,5.89622
1,669456,"Bieber, Shane",166,0.6,0,0,0,0,0,0.637,0.686,0,1,103.9,8,2511,85.5,86.4,0,1,0,0.9,6.5,108,145,121,135,294,309,286,0.5,-0.5,,
1,680736,"Wrobleski, Justin",592,0.2,0,0,0,0,0,0.3,0.314,0,1,67.1,13,2362,95.8,93.7,0,1,0,-2.1,5.3,113,154,109,148,281,312,279,0.1,-0.1,73.69637,7.40476
1,666204,"Jiménez, Dany",450,0.2,0,0,0,0,0,0.44,0.489,0,1,74.7,14,2335,83.5,82.4,0,1,0,-1.1,5.5,114,153,129,151,301,323,296,0.1,-0.1,62.7126,7.62803
1,687014,"Avila, Nick",225,0.4,0,0,0,0,0,0.733,0.8,0,1,101.5,10,2209,95.4,95,0,1,0,-0.4,6.1,123,148,105,154,283,312,293,0.3,-0.3,,
1,663465,"Allard, Kolby",436,0.2,1,0,1,1,0.882,0.793,0.791,1,1,96.4,11,1934,90.4,90.3,0,1,0,-0.1,6.3,125,148,92,151,298,327,293,-0.4,0.4,70.05608,6.79682
1,592773,"Stanek, Ryne",977,0.1,0,0,0,0,0,0.581,0.617,0,1,99.9,7,898,88.8,89.1,0,1,0,0.3,6,127,147,129,152,285,320,305,0.1,-0.1,70.74388,7.35349
1,685801,"Bigge, Hunter",300,0.3,0,0,0,0,0,0.532,0.58,0,1,81.2,13,2357,92,92.2,0,1,0,0.2,6.5,117,146,130,154,292,331,302,0.1,-0.1,63.68882,5.73809
1,681517,"Leahy, Kyle",695,0.1,0,0,0,0,0,0.652,0.683,0,1,107.8,8,2188,94,96.1,0,1,0,2.1,7.4,112,155,118,149,310,313,293,0.1,-0.1,77.48182,7.81991
1,622072,"Wood, Alex",756,0.1,0,0,0,0,0,0.725,0.746,0,1,107,9,1903,90.8,90.6,0,1,0,-0.2,6.2,117,153,114,149,299,314,278,0.2,-0.2,72.78448,6.46065
1,680694,"Bradish, Kyle",674,0.1,0,0,0,0,0,0.856,0.851,0,1,107.9,10,2444,84.4,84.5,0,1,0,0.1,6.5,127,148,143,154,309,326,309,0.1,-0.1,80.17603,7.76959
1,607237,"Garrett, Amir",104,1,1,0,1,1,0.882,0.624,0.66,1,1,106,7,1946,85.1,84.9,0,1,0,-0.2,6.2,122,145,115,143,306,329,301,-0.7,0.7,80.12919,7.94052
1,680911,"Miller, Owen",37,2.7,0,0,0,0,0,0.822,0.869,0,1,99.3,11,1409,54.9,53,0,1,0,-1.9,4.3,106,154,124,149,307,325,306,0.2,-0.2,73.27748,7.7497
1,670241,"Vines, Darius",257,0.4,0,0,0,0,0,0.899,0.909,0,1,101.4,11,2296,82.8,83,0,1,0,0.2,6.4,111,153,123,148,312,318,273,0.2,-0.2,76.23935,7.70795
1,666129,"Garrett, Braxton",588,0.2,0,0,0,0,0,0.652,0.723,0,1,66,21,2261,89.7,90.6,0,1,0,0.9,7.1,104,154,125,145,314,325,301,0.2,-0.2,,
1,675650,"Mercado, Michael",260,0.4,0,0,0,0,0,0.765,0.794,0,1,94.4,11,1884,86.7,86.5,0,1,0,-0.2,6.5,123,153,119,150,325,323,294,0.8,-0.8,77.01395,7.80254
1,689981,"Ryan, River",295,0.3,0,0,0,0,0,0.552,0.6,0,1,97.2,9,2713,83.3,83.9,0,1,0,0.6,6.6,85,144,145,153,286,318,302,0.4,-0.4,74.30858,8.07422
1,445276,"Jansen, Kenley",801,0.1,0,0,0,0,0,0.345,0.369,0,1,75.6,12,2407,91.2,91.8,0,1,0,0.6,6.9,112,155,122,145,318,326,289,0.1,-0.1,64.74183,7.04013
1,669459,"Nelson, Kyle",145,0.7,0,0,0,0,0,0.641,0.68,0,1,98.2,8,2591,86.2,86,0,1,0,-0.2,6,114,151,123,135,303,321,288,0.4,-0.4,75.40495,8.14336
1,669387,"Mlodzinski, Carmen",866,0.1,0,0,0,0,0,0.486,0.5,0,1,83.6,9,2772,86.1,86.2,0,1,0,0.1,6.3,88,128,95,131,309,332,302,0.2,-0.2,74.02177,7.91272
1,656458,"Gilbreath, Lucas",47,2.1,1,0,1,1,0.882,0.528,0.54,1,1,100.4,5,2317,91.4,91.6,0,1,0,0.2,6.1,88,125,86,124,289,307,293,-0.8,0.8,70.77568,6.66586
1,672860,"Berroa, Prelander",348,0.3,1,0,1,1,0.882,0.696,0.729,1,1,101.8,9,2461,88,87.8,0,1,0,-0.2,6.2,109,146,115,141,302,326,281,-1.1,1.1,69.85304,7.19312
1,656794,"Newcomb, Sean",184,0.5,0,0,0,0,0,0.301,0.334,0,1,60.1,21,2404,93.8,93.5,0,1,0,-0.3,6,115,152,124,147,306,321,296,0.1,-0.1,71.13711,6.75297
1,571527,"Buchanan, David",58,1.7,0,0,0,0,0,0.694,0.751,0,1,110.9,8,2230,89.9,89.2,0,1,0,-0.7,5.8,120,154,135,151,299,322,284,0.1,-0.1,75.97521,7.57178
1,656730,"Megill, Trevor",668,0.1,1,0,1,1,0.882,0.469,0.497,1,1,99.4,4,2592,98.1,98.6,0,1,0,0.5,6.7,120,148,121,142,284,318,299,-0.8,0.8,,
1,621294,"Heller, Ben",255,0.4,0,0,0,0,0,0.581,0.637,0,1,99,9,2224,85.4,86.3,0,1,0,0.9,6.6,116,153,117,151,316,314,291,0.2,-0.2,,
1,518489,"Brasier, Ryan",374,0.3,0,0,0,0,0,0.649,0.711,0,1,102.4,8,2310,93.1,94.5,0,1,0,1.4,7,125,149,129,154,283,312,301,0.1,-0.1,,
1,678061,"Kerr, Ray",383,0.3,0,0,0,0,0,0.338,0.357,0,1,72,12,2398,93.8,93.7,0,1,0,-0.1,6.1,85,152,125,146,301,317,292,0.3,-0.3,64.69201,6.46812
1,477132,"Kershaw, Clayton",504,0.2,1,0,1,1,0.882,0.625,0.666,1,1,100.1,9,2544,85.8,86,0,1,0,0.2,6,128,148,96,154,288,311,296,-0.1,0.1,75.90461,7.93006
3437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
